host_name,host_since,neighbourhood,property_type,room_type,price
柴田,2015-11-08,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,271.00"
柴田,2015-11-08,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,271.00"
柴田,2015-11-08,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,271.00"
Maiko,2016-08-25,"Adachi-ku, Tōkyō-to, Japan",Private room in rental unit,Private room,"$6,175.00"
Chie,2018-07-04,"Toshima-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
Chie,2018-07-04,"Toshima-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
龍也,2018-08-03,"Shinjuku, Tokyo Prefecture, Japan",Private room in rental unit,Private room,"$5,189.00"
Keita,2017-12-19,"Hino-shi, Tōkyō-to, Japan",Private room in home,Private room,"$3,500.00"
Sheena And Ippei,2018-06-19,"豊島区, Tokyo, Japan",Private room in hostel,Private room,"$20,700.00"
Playsis East Tokyo,2018-06-19,"墨田区, Tokyo, Japan",Room in hotel,Private room,"$44,297.00"
Playsis East Tokyo,2018-06-19,"墨田区, Tokyo, Japan",Room in hotel,Private room,"$44,297.00"
Komatsuya,2018-07-04,"Sumida-ku, Tōkyō-to, Japan",Shared room in hut,Shared room,"$11,429.00"
Asako,2018-07-18,"Sumida-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$25,894.00"
Jacob & Natsuka,2017-09-13,"Setagaya-ku, Tōkyō-to, Japan",Entire condo,Entire home/apt,"$28,384.00"
Plays,2018-08-06,"Kita-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$13,187.00"
Plays,2018-08-06,"Sumida-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$14,304.00"
Ryosuke,2018-07-10,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$32,643.00"
Yuri,2018-07-19,"Toshima-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$13,000.00"
Yuri,2018-07-19,"Toshima-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$13,000.00"
Yuri,2018-07-19,"Toshima-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$15,000.00"
Mary,2016-09-02,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$35,919.00"
Ekichikano,2018-06-18,"Taitō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
Nui.,2018-06-07,,Shared room in hostel,Shared room,
Toru,2011-09-05,"Setagaya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$29,143.00"
Konatsu,2018-07-16,"Toshima-ku, Tōkyō-to, Japan",Room in hotel,Hotel room,"$9,971.00"
Toru,2011-09-05,"Setagaya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$41,893.00"
Katsuyo,2018-07-20,"Shinjuku, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$29,000.00"
Toshio,2014-02-07,,Room in hotel,Private room,"$16,960.00"
Elaine,2018-08-07,,Room in serviced apartment,Hotel room,
Tarou,2018-08-08,"中野区, Tokyo, Japan",Entire home,Entire home/apt,
Plays,2018-08-08,"Nakano-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$21,674.00"
Yong,2015-04-06,"Katsushika-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$19,345.00"
Alo,2018-08-08,"Taitō-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,
Chie,2016-05-25,"新宿区, Tokyo, Japan",Entire home,Entire home/apt,"$67,563.00"
Michi,2014-09-18,"Taitō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$13,000.00"
Michi,2014-09-18,"台東区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$13,870.00"
Daigo,2018-06-10,"Sumida-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$23,229.00"
Daigo,2018-06-10,"Sumida-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$28,800.00"
Sheena And Ippei,2018-06-19,"豊島区, Tokyo, Japan",Private room in hostel,Private room,"$18,200.00"
Nui.,2018-06-07,,Private room in hostel,Private room,
Kazumi,2014-07-15,"Shinjuku Ku, Tokyo To, Japan",Entire rental unit,Entire home/apt,"$13,000.00"
Plays,2018-08-10,"Sumida-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$33,614.00"
Plays,2018-07-04,"Sumida City, Tokyo Prefecture, Japan",Entire condo,Entire home/apt,"$36,658.00"
Anon,2016-02-09,"Shibuya, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,500.00"
Hoshikawa,2018-08-10,"Sumida-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$24,686.00"
Sheena And Ippei,2018-06-19,"豊島区, Tokyo, Japan",Private room in hostel,Private room,"$15,500.00"
Sheena And Ippei,2018-06-19,"豊島区, Tokyo, Japan",Private room in hostel,Private room,
Konatsu,2018-07-16,"Toshima-ku, Tōkyō-to, Japan",Room in hotel,Hotel room,"$7,680.00"
Machiko,2015-11-11,"新宿区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$28,000.00"
Sumifuku,2019-06-17,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$35,890.00"
Hostel-Inn Tokyo Ryogoku,2018-03-12,"Ishiwara, Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$33,000.00"
Tei,2018-07-25,"Sumida-ku, Tōkyō-to, Japan",Private room in rental unit,Private room,"$57,646.00"
Hiroko,2017-03-27,,Entire rental unit,Entire home/apt,"$142,500.00"
Daigo,2018-06-10,"Sumida-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,971.00"
Hostel-Inn Tokyo Ryogoku,2018-03-12,"Ishiwara, Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$48,064.00"
Hostel-Inn Tokyo Ryogoku,2018-03-12,"Ishiwara, Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$30,343.00"
Sumifuku,2019-06-17,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$60,987.00"
鄭,2016-10-04,"葛飾区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$18,180.00"
龍也,2018-08-03,"Shinjuku-ku, Tōkyō-to, Japan",Private room in rental unit,Private room,"$5,225.00"
Eternal,2017-08-21,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$39,714.00"
Suda,2015-03-03,"Setagaya-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$10,260.00"
Alessio,2018-08-13,"Tokyo, Shibuya, Japan",Entire home,Entire home/apt,
Shunki,2017-08-10,"新宿区, Tokyo, Japan",Entire condo,Entire home/apt,"$29,400.00"
Shunki,2017-08-10,"新宿区, Tokyo, Japan",Entire condo,Entire home/apt,"$27,737.00"
Junya,2015-08-15,"Edogawa-ku, Tōkyō-to, Japan",Private room in home,Private room,"$5,655.00"
Sumifuku,2019-06-17,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$33,010.00"
Sumifuku,2019-06-17,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$33,435.00"
Kazutaka&Megumi,2015-07-05,"Shibuya-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$46,075.00"
Qcqc,2011-07-03,"Shibuya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$33,143.00"
Shunki,2017-08-10,"新宿区, Tokyo, Japan",Entire condo,Entire home/apt,"$29,400.00"
Shunki,2017-08-10,"新宿区, Tokyo, Japan",Entire condo,Entire home/apt,"$29,400.00"
Satoshi,2018-02-23,,Shared room in hostel,Shared room,
Satoshi,2018-02-23,,Shared room in hostel,Shared room,
Satoshi,2018-02-23,,Shared room in hostel,Shared room,
Satoshi,2018-02-23,,Shared room in hostel,Shared room,
Deko,2017-06-08,"Minato-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$12,500.00"
Satoshi,2018-02-23,,Shared room in hostel,Shared room,
Satoshi,2018-02-23,,Shared room in hostel,Shared room,
さくら,2018-07-21,"Nakano-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$62,643.00"
Akina,2018-07-01,"練馬区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$29,019.00"
Akina,2018-07-01,"練馬区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$23,629.00"
Akina,2018-07-01,"練馬区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$27,225.00"
Robert,2013-01-25,"Setagaya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
Hisao,2014-07-06,,Entire rental unit,Entire home/apt,"$2,900.00"
Asako,2018-07-18,"Katsushika-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$24,429.00"
Tomoyuki&Maki,2014-03-23,"Akishima-shi, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
Daichi,2018-03-24,,Private room in rental unit,Private room,"$17,439.00"
David,2014-09-02,"Tokyo, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,656.00"
Kyo,2016-05-12,"Chūō, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$22,271.00"
Kyo,2016-05-12,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
Kyo,2016-05-12,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,843.00"
Kyo,2016-05-12,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
Kyo,2016-05-12,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,271.00"
Kyo,2016-05-12,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,271.00"
Kyo,2016-05-12,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,271.00"
Kyo,2016-05-12,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,271.00"
Kyo,2016-05-12,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,271.00"
Rintaro,2018-07-31,"Toshima-ku, Tōkyō-to, Japan",Room in boutique hotel,Private room,"$22,343.00"
Hazuki,2018-07-31,"Toshima-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$104,682.00"
Nui.,2018-06-07,,Private room in hostel,Private room,
Nui.,2018-06-07,,Private room in hostel,Private room,
Yamato,2015-10-09,,Entire villa,Entire home/apt,
柴田,2015-11-08,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,271.00"
Kaneda,2018-05-08,,Private room in home,Private room,"$5,670.00"
Akari,2018-06-19,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$10,067.00"
Kyo,2016-05-12,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
Kyo,2016-05-12,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,271.00"
Kyo,2016-05-12,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,271.00"
Kyo,2016-05-12,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
Kyo,2016-05-12,"Chūō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$22,271.00"
Norihito,2015-08-30,"中野区弥生町, Tokyo, Japan",Private room in rental unit,Private room,"$10,043.00"
Shinjukubnb,2015-11-08,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$28,514.00"
Chie,2016-04-21,"Chōfu-shi, Tōkyō-to, Japan",Entire home,Entire home/apt,"$8,550.00"
Kanchan,2015-12-01,"台東区, Tokyo, Japan",Private room in religious building,Private room,"$14,000.00"
Kaneda,2018-05-08,"Shinjuku City, Tokyo Prefecture, Japan",Private room in home,Private room,"$6,660.00"
Akari,2018-06-19,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$10,067.00"
Akari,2018-06-19,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$11,124.00"
David,2014-09-02,"Tokyo, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$25,110.00"
Enzo,2018-03-09,"Suginami-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$8,257.00"
千恵,2018-08-23,"Mitaka, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$28,750.00"
Hostel-Inn Tokyo Ryogoku,2018-03-12,"Ishiwara, Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$34,000.00"
Emi,2015-06-24,"Suginami-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$37,029.00"
Yosuke,2018-07-02,"Setagaya-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,120.00"
Hiromasa,2016-01-23,"Taito-ku , Tōkyō-to, Japan",Private room in rental unit,Private room,"$6,650.00"
Ken,2018-08-19,"荒川区, Tokyo, Japan",Entire home,Entire home/apt,
K'S House Tokyo Oasis,2017-12-18,"台東区, Tokyo, Japan",Shared room in hostel,Shared room,"$6,447.00"
June,2018-07-25,"Setagaya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$31,146.00"
Yuna,2017-02-27,"Shibuya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$20,286.00"
Myriam,2016-11-04,"Shibuya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$29,257.00"
Kei,2016-03-07,"台東区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$28,706.00"
Guest House DENCHI,2016-10-05,"Taitō-ku, Tōkyō-to, Japan",Entire loft,Entire home/apt,"$40,857.00"
Deko,2017-06-08,"Minato-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$20,000.00"
Itoe,2018-06-28,"台東区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$63,800.00"
Yoko,2015-06-21,"Suginami-ku, Tōkyō-to, Japan",Private room in home,Private room,"$9,943.00"
Erika,2018-08-27,"Shibuya-ku, Tōkyō-to, Japan",Entire condo,Entire home/apt,"$29,143.00"
Itoe,2018-06-28,"台東区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$32,800.00"
Taka,2018-08-20,"Shinagawa-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$31,086.00"
Sun,2017-10-24,"Toshima-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$24,713.00"
Shintaro,2018-08-21,,Private room in home,Private room,"$21,511.00"
Shunki,2017-08-10,"新宿区, Tokyo, Japan",Entire condo,Entire home/apt,"$63,700.00"
Ryosuke,2018-07-10,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$29,286.00"
Ryosuke,2018-07-10,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$32,643.00"
Shi,2016-01-21,"Taitō-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$17,100.00"
Shigenori,2017-08-24,,Entire rental unit,Entire home/apt,"$9,500.00"
Kevin,2013-11-03,"Tokyo, Japan, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$32,642.00"
雪子,2015-12-14,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$14,507.00"
Naoki & Kouki,2016-07-25,"Toshima, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,657.00"
Shigenori,2017-08-24,"Edogawa-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$11,400.00"
Miki,2018-04-29,"Katsushika-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$95,000.00"
Satoru,2018-08-17,"Taitō-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$31,693.00"
David,2014-09-02,"Tokyo, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$28,166.00"
DoMo,2015-03-31,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,057.00"
DoMo,2015-03-31,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,200.00"
DoMo,2015-03-31,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$22,057.00"
Hirotake,2015-09-03,,Entire home,Entire home/apt,"$67,707.00"
Mai,2017-01-15,"世田谷区, Tokyo, Japan",Hut,Entire home/apt,"$13,300.00"
Mai,2017-01-15,"世田谷区, Tokyo, Japan",Hut,Entire home/apt,"$15,200.00"
Mamoru,2016-08-02,"Suginami-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$11,440.00"
Ken,2014-05-30,"Sumida-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$69,487.00"
DoMo,2015-03-31,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$20,300.00"
Jing,2016-03-07,"世田谷区, Tokyo, Japan",Entire condo,Entire home/apt,"$8,857.00"
DoMo,2015-03-31,"Shinjuku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$50,800.00"
Tomohito,2016-01-18,"新宿区, Tokyo, Japan",Entire home,Entire home/apt,
DoMo,2015-03-31,"Shinjuku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$49,800.00"
Daikichi,2018-03-17,"葛飾区, Tokyo, Japan",Private room in home,Private room,"$4,568.00"
Sharon,2018-08-29,"Toshima, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$53,571.00"
Sharon,2018-08-29,"Toshima City, Tōkyō-to, Japan",Entire home,Entire home/apt,"$53,486.00"
QiQi,2013-02-25,"Edogawa-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$39,167.00"
雪子,2015-12-14,"Shinjuku-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$13,942.00"
Mamoru,2016-08-02,"Suginami-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$20,403.00"
Sana,2018-09-03,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$25,857.00"
DoMo,2015-03-31,"Shinjuku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$50,800.00"
DoMo,2015-03-31,"Shinjuku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$52,014.00"
浩史,2015-08-23,"Taitō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$85,344.00"
Heyao,2018-06-22,,Entire condo,Entire home/apt,"$10,286.00"
Riko,2018-09-04,"Shinjuku-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$88,131.00"
Riko,2018-09-04,"Meguro-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$26,421.00"
Josie,2015-09-30,"Sumida City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$14,331.00"
Sana,2018-09-03,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
Sana,2018-09-03,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$25,857.00"
Sana,2018-09-03,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$25,857.00"
Sana,2018-09-03,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$25,857.00"
Sana,2018-09-03,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,929.00"
Julian,2016-11-17,"Shinagawa-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$33,560.00"
Kumina,2017-05-24,"Setagaya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
Smi:Re Stay,2018-06-17,,Private room in rental unit,Private room,"$37,345.00"
Smi:Re Stay,2018-06-17,,Room in aparthotel,Private room,"$36,878.00"
Smi:Re Stay,2018-06-17,,Room in aparthotel,Private room,"$44,889.00"
Deko,2017-06-08,"Minato-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$17,143.00"
Youko,2017-05-13,"Shibuya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$31,107.00"
洪杰,2018-09-20,"Shibuya-ku, Tōkyō-to, Japan",Entire condo,Entire home/apt,"$64,800.00"
Sana,2018-09-03,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$31,122.00"
Sana,2018-09-03,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$25,857.00"
Sana,2018-09-03,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$24,564.00"
Sana,2018-09-03,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$31,122.00"
Sana,2018-09-03,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$25,857.00"
Sana,2018-09-03,"Sumida-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$22,714.00"
Lis Riche,2017-03-31,"Shinagawa, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$50,600.00"
Heyao,2018-06-22,,Entire rental unit,Entire home/apt,"$9,286.00"
Sae,2017-07-02,"Suginami-ku, Tōkyō-to, Japan",Entire condo,Entire home/apt,
Tom,2016-10-08,,Entire rental unit,Entire home/apt,"$31,524.00"
Yuka,2017-09-20,"Kita-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$13,480.00"
直人,2015-11-18,"Setagaya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$8,900.00"
Natsuko,2018-09-27,"Toshima-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
龍也,2018-08-03,"Shinjuku-ku, Tōkyō-to, Japan",Private room in rental unit,Private room,"$5,000.00"
Nana & Yuta,2017-03-06,"Arakawa-ku, Tōkyō-to, Japan",Shared room in hostel,Shared room,"$13,429.00"
輝,2016-02-14,,Entire rental unit,Entire home/apt,
The Team Mickey,2018-08-01,"Taitō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$17,143.00"
紀子,2018-08-28,"新宿区, Tokyo, Japan",Private room in home,Private room,"$9,500.00"
John,2018-09-06,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$32,400.00"
John,2018-09-06,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
N,2016-11-05,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$66,392.00"
Tanaka,2018-08-23,"Shinjuku-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$9,257.00"
龍也,2018-08-03,"Shinjuku-ku, Tōkyō-to, Japan",Private room in rental unit,Private room,"$5,349.00"
Jitsuyasu,2016-07-01,"Shibuya, Tokyo, Japan",Entire rental unit,Entire home/apt,"$28,286.00"
Jitsuyasu,2016-07-01,"Shibuya, Tokyo, Japan",Entire rental unit,Entire home/apt,"$29,143.00"
Sacchi,2017-09-17,"板橋区, Tokyo, Japan",Entire rental unit,Entire home/apt,"$10,086.00"
直人,2015-11-18,"Setagaya-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$6,557.00"
Heyao,2016-05-14,,Entire condo,Entire home/apt,"$11,000.00"
仁田,2016-06-21,"Shibuya City, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$34,960.00"
りか,2018-09-21,"Setagaya-ku, Tōkyō-to, Japan",Entire home,Entire home/apt,"$37,571.00"
Ray,2014-05-02,"Taitō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$31,350.00"
Yagi,2018-09-08,"Suginami-ku, Tōkyō-to, Japan",Private room in home,Private room,"$26,100.00"
Tatsunari,2018-10-02,"Minato-ku, Tōkyō-to, Japan",Private room in rental unit,Private room,"$7,800.00"
Keiko,2017-07-11,"Shinagawa-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,
宿,2018-10-02,"Taitō-ku, Tōkyō-to, Japan",Entire rental unit,Entire home/apt,"$13,426.00"
Tatsunari,2018-10-02,"Minato-ku, Tōkyō-to, Japan",Private room in rental unit,Private room,"$8,904.00"
